Question	Answer	Source
Is it too late to prevent climate change?	Credit: BrAt82/Shutterstock.com. Humans have caused major climate changes to happen already, and we have set in motion more changes still. Even if we stopped emitting greenhouse gases today, global warming would continue to happen for at least several more decades if not centuries. That's because it takes a while for the planet (for example, the oceans) to respond, and because carbon dioxide - the predominant heat-trapping gas - lingers in the atmosphere for hundreds of years. There is a time lag between what we do and when we feel it.\n\nIn the absence of major action to reduce emissions, global temperature is on track to rise by an average of 6 °C (10.8 °F), according to the latest estimates. Some scientists argue a "global disaster" is already unfolding at the poles of the planet; the Arctic, for example, may be ice-free in the summer within just a few years. Yet other experts are concerned about Earth passing one or more "tipping points" - abrupt, perhaps irreversible changes that tip our climate into a new state.\n Thwaites Glacier. Credit: NASA. But it may not be too late to avoid or limit some of the worst effects of climate change. Responding to climate change will involve a two-tier approach: 1) "mitigation" - reducing the flow of greenhouse gases into the atmosphere; and 2) "adaptation" - learning to live with, and adapt to, the climate change that has already been set in motion. The key question is: what will our emissions of carbon dioxide and other pollutants be in the years to come? Recycling and driving more fuel-efficient cars are examples of important behavioral change that will help, but they will not be enough. Because climate change is a truly global, complex problem with economic, social, political and moral ramifications, the solution will require both a globally-coordinated response (such as international policies and agreements between countries, a push to cleaner forms of energy) and local efforts on the city- and regional-level (for example, public transport upgrades, energy efficiency improvements, sustainable city planning, etc.). It's up to us what happens next.\n\nREAD MORE\n\n*   [An unrecognizable Arctic](http://climate.nasa.gov/news/958)	https://climate.nasa.gov/faq/
Is the ozone hole causing climate change?	False-color view of total ozone over the Antarctic pole. Purple and blue represent areas where there is the least ozone, yellows and reds where there is more ozone. Credit: NASA Ozone Hole Watch. Yes and no. The ozone hole is basically a man-made hole in the ozone layer above the South Pole during the Southern Hemisphere's spring. The ozone layer, which lies high up in the atmosphere, shields us from harmful ultraviolet (UV) rays that come from the sun. Unfortunately we punched a hole in it, through the use of gases like chlorofluorocarbons (CFCs) in spray cans and refrigerants, which break down ozone molecules in the upper atmosphere.\n\nWhile some of the sun's UV rays slip through the hole, they account for less than one percent of the sun's energy. So these UV rays cannot explain the global warming of the planet.\n\nWhat scientists have uncovered recently, however, is that the ozone hole has been affecting climate in the Southern Hemisphere. That's because ozone is also a powerful greenhouse gas, and destroying it has made the stratosphere (the second layer of the atmosphere going upwards) over the Southern Hemisphere colder. The colder stratosphere has resulted in faster winds near the pole, which somewhat surprisingly can have impacts all the way to the equator, affecting tropical circulation and rainfall at lower latitudes. The ozone hole is not causing global warming, but it is affecting atmospheric circulation.\n	https://climate.nasa.gov/faq/
Do scientists agree on climate change?	Credit: nito/Shutterstock.com Yes, the vast majority of actively publishing climate scientists - 97 percent - agree that humans are causing global warming and climate change. Most of the leading science organizations around the world have issued public statements expressing this, including international and U.S. science academies, the United Nations Intergovernmental Panel on Climate Change and a whole host of reputable scientific bodies around the world). The number of peer-reviewed scientific papers that reject the consensus on human-caused global warming is a vanishingly small proportion of the published research. The small amount of dissent tends to come from a few vocal scientists who are not experts in the climate field or do not understand the scientific basis of long-term climate processes.\n\nREAD MORE\n\n*   [Consensus: 97% of climate scientists agree](http://climate.nasa.gov/scientific-consensus/)\n*   ["The scientific consensus on climate change,"](http://www.sciencemag.org/content/306/5702/1686.summary) N. Oreskes, Science, Vol. 306 no. 5702, p. 1686, doi: 10.1126/science.1103618 (2004).\n*   ["Quantifying the consensus on anthropogenic global warming in the scientific literature,"](http://iopscience.iop.org/1748-9326/8/2/024024) J. Cook et al., Environ. Res. Lett., 8 024024, doi:10.1088/1748-9326/8/2/024024 (2013).	https://climate.nasa.gov/faq/
What's NASA got to do with climate change?	NASA has more than a dozen Earth science spacecraft/instruments in orbit studying all aspects of the Earth system (oceans, land, atmosphere, biosphere, cryosphere), with several more planned for launch in the next few years. When people think of NASA, they think of rovers on Mars, astronauts floating aboard the International Space Station, or probes veering out to the edge of the solar system. They don't necessarily link NASA with climate research and observations. But Earth is a planet too, and NASA is one of the biggest players in the Earth science arena, with broad expertise on observing our climate, especially from the vantage point of space. Today it spends over a billion dollars a year doing Earth science and has more than a dozen satellites in orbit around the planet watching the oceans, land, ice, atmosphere and biosphere.\n\nIn the 1970s, NASA's planetary exploration budget fell dramatically. It was then that the agency really got into the business of studying our home planet from orbit. It was also a time when people were beginning to realize that our climate could change relatively fast, on the scale of the human lifespan. Today, we know that our climate is changing at an unprecedented rate and that humans are a key part of that change. NASA continues to launch new satellite missions, and is also relying on aircraft (manned and unmanned), as well as scientists on the ground, to take vital measurements of things like snowpack and hurricanes, augmenting the big-picture view we get from space.\n\nNASA's role is to make observations of our Earth system that can be used by the public, policymakers and to support strategic decisions. Its job is to do rigorous science. However, the agency does not promote particular climate policies.\n\nREAD MORE\n\n*   [NASA's role: Taking a global perspective on Earth's climate](http://climate.nasa.gov/nasa_role/)	https://climate.nasa.gov/faq/
What is the greenhouse effect?	Credit: NASA Jet Propulsion Laboratory. The greenhouse effect is the way in which heat is trapped close to the surface of the Earth by "greenhouse gases". These heat-trapping gases can be thought of as a blanket wrapped around the Earth, which keeps it toastier than it would be without them. Greenhouse gases include carbon dioxide, methane and nitrous oxides.\n\nGreenhouse gases arise naturally, and are part of the make-up of our atmosphere. Earth is sometimes called the "Goldilocks" planet - it's not too hot, not too cold, and the conditions are just right to allow life, including us, to flourish. Part of what makes Earth so amenable is the naturally-arising greenhouse effect, which keeps the planet at a friendly 15 °C (59 °F) on average. But in the last century or so, humans have been interfering with the energy balance of the planet, mainly through the burning of fossil fuels that give off additional carbon dioxide into the air. The level of carbon dioxide in Earth's atmosphere has been rising consistently for decades and traps extra heat near the surface of the Earth, causing temperatures to rise.\n\nREAD MORE\n\n*   [The greenhouse effect](https://www.ucar.edu/learn/1_3_1.htm)	https://climate.nasa.gov/faq/
How do we know what greenhouse gas and temperature levels were in the distant past?	A thin section of an ice core extracted from under the Greenland Ice Sheet. Credit: NASA Goddard Space Flight Center/Ludovic Brucker. Ice cores are scientists' best source for historical climate data. Every winter, some snow coating Arctic and Antarctic ice sheets is left behind and compressed into a layer of ice. By extracting cylinders of ice from sheets thousands of meters thick, scientists can analyze dust, ash, pollen and bubbles of atmospheric gas trapped inside. The deepest discovered ice cores are an estimated 800,000 years old. The particles trapped inside give scientists clues about volcanic eruptions, desert extent and forest fires. The presence of certain ions indicates past ocean activity, levels of sea ice and even the intensity of the sun. The bubbles can be released to reveal the make-up of the ancient atmosphere, including greenhouse gas levels. Credit: roundstripe/Shutterstock.com Other tools for learning about Earth's ancient atmosphere include growth rings in trees, which keep a rough record of each growing season's temperature, moisture and cloudiness going back about 2,000 years. Corals also form growth rings that provide information about temperature and nutrients in the tropical ocean.\n\nREAD MORE\n\n*   [Reconstructing past atmospheres](http://www.iceandclimate.nbi.ku.dk/research/past_atmos/)\n*   [Climate close-up: Coral reefs](http://earthobservatory.nasa.gov/Features/Paleoclimatology_CloseUp/paleoclimatology_closeup_2.php)\n*   [Global temperatures, volcanic eruptions and trees that didn't bark](http://www.realclimate.org/index.php/archives/2012/02/global-temperatures-volcanic-eruptions-and-trees-that-didnt-bark/)	https://climate.nasa.gov/faq/
Why does the temperature record shown on your "Vital Signs" page begin at 1880?	Temperature data from four international science institutions. All show rapid warming in the past few decades. According to NASA data, 2013 tied with 2009 and 2006 for the seventh warmest year since 1880, continuing a long-term trend of rising global temperatures. With the exception of 1998, the 10 warmest years in the 134-year record all have occurred since 2000, with 2010 and 2005 ranking as the warmest years on record. Credit: NASA. \n\nThree of the world's most complete temperature tracking records - from NASA's Goddard Institute for Space Studies, the National Oceanic and Atmospheric Administration's National Climactic Data Center and the UK Meteorological Office's Hadley Centre - begin in 1880. Prior to 1880, temperature measurements were made with instruments like thermometers. The oldest continuous temperature record is the Central England Temperature Data Series, which began in 1659, and the Hadley Centre has some measurements beginning in 1850, but there are too few data before 1880 for scientists to estimate average temperatures for the entire planet. Data from earlier years is reconstructed from proxy records like tree rings, pollen counts and ice cores. Because these are different kinds of data, scientists generally don't put proxy-based estimates on the same charts as the "instrumental record."\n\nThe above-mentioned agencies and others collect temperature data from thousands of weather stations worldwide, including over the ocean, in Antarctica and from satellites. However, instruments are not perfectly distributed around the globe, and some measurement sites have been deforested or urbanized since 1880, affecting temperatures nearby. Each agency uses algorithms to filter the effects of these changes out of the temperature record and interpolate where data is sparse, like over the vast southern ocean, when calculating global averages. Generally, all three datasets agree quite closely (see graph above) and are in agreement on the trend of global warming since the Industrial Revolution. \n\nREAD MORE\n\n*   [Temperature data from NASA's Goddard Institute for Space Studies](http://data.giss.nasa.gov/gistemp/)\n*   [Temperature data from the UK Climatic Research Unit](http://www.cru.uea.ac.uk/cru/data/temperature/)[ (University of East Anglia) / Meteorological Office's Hadley Centre](http://www.cru.uea.ac.uk/cru/data/temperature/)\n*   [Temperature data from NOAA's National Climatic Data Center](http://www.ncdc.noaa.gov/monitoring-references/faq/anomalies.php)	https://climate.nasa.gov/faq/
What do volcanoes have to do with climate change?	Mount Pinatubo during its 1991 eruption Overall, volcanoes release about 5 percent of the equivalent amount of CO2 released by humans. Quite small. However, about once every 20 years there is a volcanic eruption (e.g., Mount Pinatubo, El Chichon) that throws out a tremendous amount of particles and other gases. These will effectively shield us enough from the sun to lead to a period of [global cooling](http://climate.nasa.gov/blog/183). The particles and gases typically dissipate after about 2 years, but the effect is nearly global.	https://climate.nasa.gov/faq/
May I use images and videos from your website? If so, to whom do I credit them?	\n\nFor the most part, yes: Since our website is in the public domain, you may use our images and videos without prior permission under the terms of JPL's [Image Use Policy](http://www.jpl.nasa.gov/imagepolicy/). Please credit them to "NASA's Global Climate Change website," unless otherwise specified (e.g., "NASA's Goddard Space Flight Center").\n\nThis website occasionally features content from stock websites (such as Shutterstock.com), and a special license is needed to acquire these. If you're unsure if an image on our site is a stock image, you may check using [TinEye](http://www.tineye.com/) or [email us](http://climate.nasa.gov/feedback).\n	https://climate.nasa.gov/faq/
What kinds of data do scientists use to study climate?	Climate researchers use every possible direct and indirect measurement to study the full history of Earth's climate, from the latest satellite observations to samples of prehistoric ice extracted from glaciers. When they focus on changes of the past 100-150 years, they use observations made by modern scientific instruments. Although the mercury thermometer and barometer were both invented in the 1700s, they and other modern instruments were not widely used for weather observations till much later. In the United States, most weather stations were established in the late 1800s.	https://climate.nasa.gov/faq/
Where do the data come from?	\n\nModern observations mostly come from weather stations, weather balloons, radars, ships and buoys, and satellites. A surprisingly large number of U.S. measurements are still made by volunteer weather watchers. There are more than 8,700 citizen observers in the National Weather Service's [Cooperative Observer Program](http://www.nws.noaa.gov/om/coop/) who log daily weather data. On the oceans, moored and drifting buoys have begun to replace ships in recent decades as the primary method for measuring temperatures at sea.\n\nThe U.S. organization responsible for preserving the global climate record is the [National Climatic Data Center](http://www.ncdc.noaa.gov/) (NCDC) of the National Oceanographic and Atmospheric Administration (NOAA). Other nations also maintain archives of global weather and climate observations.\n	https://climate.nasa.gov/faq/
Can scientists use the data as is?	\n\nNo. To understand why not, imagine you're a nurse checking a patient's chart. You find the following temperature readings (Fahrenheit) for the last few hours: 99.2, 99.8, 1000, 101.4. You'd know immediately that the third number was a mistake. To make a realistic assessment of the patient's condition, you'd have to either adjust it or throw it out.\n\nWeather observers are as human as nurses, and they also make occasional mistakes in recording and transcribing their observations: impossibly high highs and low lows, the exact same temperatures for two months in a row, etc. The first step in data processing is quality control: identifying and eliminating erroneous data.\n	https://climate.nasa.gov/faq/
Once the mistakes are eliminated, are the data ready to use?	\n\nNot yet. They have to be adjusted to account for all the changes that happen over time:\n\n• The landscape has changed dramatically in the last 100-150 years. Villages have become cities; roads have been paved; trees have been planted and cut down.\n\n• The observers have changed. Weather watchers have retired and been replaced by people living uphill, downhill or across town.\n\n• Daily times of observation have changed.\n\n• The technology has changed. Mercury-in-glass thermometers have been replaced by more modern systems. Broken instruments have been replaced by new ones whose readings may not be perfectly consistent.\n\nNone of these changes has anything to do with climate, but they all leave a mark on temperature data. Some changes are known to raise temperatures, like urbanization; others are known to lower them, like the change from liquid-in-glass thermometers to maximum/minimum temperature systems. If these biases are not compensated for, we cannot understand how the climate itself is changing. \n	https://climate.nasa.gov/faq/
How do scientists deal with these changes?	\n\nMajor climate research organizations worldwide have developed mathematically rigorous, peer-reviewed data processing methods to identify and compensate for changes in observing conditions. Since the research groups are independent, they do not use exactly the same techniques. One example is the way two U.S. research institutions deal with a well-known problem, the [urban heat island] effect - the fact that cities are warmer than the surrounding countryside. NASA's Goddard Institute for Space Studies (GISS) addresses this problem using satellite images of nighttime lights to classify stations as urban, near-urban or rural, then compares the urbanized records with an average of nearby rural stations to calculate the extent by which urbanization has warmed the data. NCDC, in processing station data for its U.S. climate divisional dataset (nClimDiv) and Global Historical Climatology Network (GHCN), corrects for the urban heat island effect and other changes such as station moves by using a technique that compares each station with multiple neighboring stations to find "guilty" stations and calculate the magnitude of necessary corrections.\n\nOverviews of the data-processing techniques for NCDC's nClimDiv and GHCN are available on GISS's data analysis methods, with links to papers giving full scientific explanations, are described	https://climate.nasa.gov/faq/
How do scientists know their data-processing techniques are reliable?	\n\nThe records of global temperatures calculated by U.S. and other major climate research organizations are remarkably similar, despite the different data-processing techniques used. The techniques used by GISS, NCDC and other respected groups such as the British Meteorological Office's [Hadley Centre](http://www.metoffice.gov.uk/climate-guide/science/science-behind-climate-change/hadley)/[Climatic Research Unit](http://www.cru.uea.ac.uk/cru/data/temperature/) of the University of East Anglia (CRU) and the Australian [Bureau of Meteorology](http://www.bom.gov.au/climate/) are peer reviewed, as mentioned above, and the processed data sets have undergone many peer-reviewed analyses as well.\n\nAn independent nonprofit organization called [Berkeley Earth](http://www.berkeleyearth.org/), funded by educational grants, has devised its own data processing techniques to deal with the changes listed above. Again, the results are very similar to results from NCDC, GISS and the CRU.\n	https://climate.nasa.gov/faq/
Does data processing make temperature data warmer?	It can go either way. Almost half of NOAA's corrected data are cooler than the original records. NOAA's corrections of temperatures over the oceans - done to compensate for changes in methods of observing the temperature of water at the surface of the ocean - reduced the warming trend in global temperature.	https://climate.nasa.gov/faq/
Does data processing destroy the original data?	An example of the original weather and climate records archived at NCDC. Station records like this one are available [here](http://www.ncdc.noaa.gov/IPS/coop/coop.html). No, the original records are preserved and are available at no cost online. You can access NCDC's U.S. and global records [here](http://www.ncdc.noaa.gov/data-access).\n\nFor more technical answers on this topic, visit [GISS's FAQs](http://data.giss.nasa.gov/gistemp/FAQ.html) and [NCDC's FAQs](http://www1.ncdc.noaa.gov/pub/data/ghcn/v3/GHCNM-v3.2.0-FAQ.pdf).\n	https://climate.nasa.gov/faq/
If all of Earth's ice melts and flows into the ocean, what would happen to the planet's rotation?	Credit: BlueRingMedia/Shutterstock.com. \n\nThe Earth rotates about its axis once a day, but it does not do so uniformly. Instead, the rate of rotation varies by up to a millisecond per day. Like a spinning ice skater whose speed of rotation increases as the skater's arms are brought closer to their body, the speed of the Earth's rotation will increase if its mass is brought closer to its axis of rotation. Conversely, the speed of the Earth's rotation will decrease if its mass is moved away from the rotation axis.\n\nMelting land ice, like mountain glaciers and the Greenland and Antarctic ice sheets, will change the Earth's rotation only if the meltwater flows into the oceans. If the meltwater remains close to its source (by being trapped in a glacier lake, for example), then there is no net movement of mass away from the glacier or ice sheet, and the Earth's rotation won't change. But if the meltwater flows into the oceans and is dispersed, then there is a net movement of mass and the Earth's rotation will change. For example, if the Greenland ice sheet were to completely melt and the meltwater were to completely flow into the oceans, then global sea level would rise by about seven meters (23 feet) and the Earth would rotate more slowly, with the length of the day becoming longer than it is today, by about two milliseconds.\n\nMelting sea ice, such as the Arctic ice cap, does not change sea level because the ice displaces its volume and, hence, does not change the Earth's rotation.\n	https://climate.nasa.gov/faq/
How do I cite your website?	\n\nIt depends on the style you're using. Here are a few examples:\n\nMLA format: "Global Climate Change: Evidence." NASA Global Climate Change and Global Warming: Vital Signs of the Planet. Jet Propulsion Laboratory / National Aeronautics and Space Administration, 15 June 2008. Web. 14 Jan. 2015. .\n\nFormula: "Webpage Name." Website Name. Publisher, Publication date. Source type. Date user accessed the webpage. .\n\nChicago style: "Global Climate Change: Evidence." NASA Global Climate Change and Global Warming: Vital Signs of the Planet. June 15, 2008. Accessed January 14, 2015. http://climate.nasa.gov/evidence/.\n\nFormula: "Webpage Name." Website Name. Publication date. Date user accessed the webpage. URL.\n\nAPA format: Global Climate Change: Evidence. (2008, June 15). Retrieved January 14, 2015, from http://climate.nasa.gov/evidence/\n\nFormula: Webpage Name. (Publication date). Retrieved [Date user accessed the webpage], from [URL]\n\nIn general, include as much information as possible in your citations. For example, if one of our pieces is dated to "November 2010" (i.e., without a day), then you would need to write it as "Nov. 2010" in MLA format, "November 2010" in Chicago style and so on.\n\n[Bibme.org](http://www.bibme.org/) is also a useful source for creating bibliographies.\n	https://climate.nasa.gov/faq/
Which is a bigger methane source: cow belching or cow flatulence?	Contrary to common belief, it's cow belching due to enteric fermentation. ("Enteric fermentation" is the digestive process of converting sugars into simple molecules for absorption into the bloodstream, which produces methane as a by-product.) However, a small percentage of methane is also produced in the cow's large intestine and then expelled. Settling ponds and lagoons for processing manure also produce copious amounts of this greenhouse gas.	https://climate.nasa.gov/faq/
How can Greenland's ice sheets remain more than 10,000 feet thick even with global warming?	\n\n#  Topics \n\n*   [General questions](https://climate.nasa.gov/faq/#general_questions)\n*   [How global temperatures are studied](https://climate.nasa.gov/faq/#how_global_temperatures_are_studied)\n*   [Less frequently asked, but interesting](https://climate.nasa.gov/faq/#less_frequently_asked__but_interesting)\n*   ['Ask a climate scientist' videos](https://climate.nasa.gov/faq/#_ask_a_climate_scientist__videos)\n\n##  Submit a question \n\n We'll consider including your question - and an answer - in this section. \n\n##  Latest resources \n\n*   [\n\n Video: NASA's vantage point to view Earth \n](https://climate.nasa.gov/climate_resources/151)\n*   [\n\n Video: Lights of human activity shine in NASA's image of Earth at night \n](https://climate.nasa.gov/climate_resources/150)\n*   [\n\n Video: At glacial speed \n](https://climate.nasa.gov/climate_resources/149)	https://climate.nasa.gov/faq/
\tHow big is Earth\t"6	371 km"	Q_And_A_Database_Test1.txt
What are the temperatures of the nine planets?	The planets in the solar system have temperatures that can often vary from a maximum to a minimum temperature, such as Mercury that has a minimum temperatu...	https://www.reference.com/science/planets-nicknames-9f8630b302d9367c
How old is Saturn?	Saturn, like the rest of the planets in the solar system, was formed a little over four and a half billion years ago. The planets formed from a spinning cl...	https://www.reference.com/science/planets-nicknames-9f8630b302d9367c
What are some facts about the outer planets in our solar system?	Outer planets of the solar system are made predominantly of gases. They tend to have many more moons than the inner planets, and outer planets take a short...	https://www.reference.com/science/planets-nicknames-9f8630b302d9367c
Which planet is farthest away from Earth?	Of the planets in the solar system, Neptune is the farthest away from Earth. Depending on where each planet is in its orbit, Neptune is between 2.7 and 2.9...	https://www.reference.com/science/planets-nicknames-9f8630b302d9367c
Why is our galaxy called "The Milky Way Galaxy"?	The Milky Way Galaxy is named for its milky appearance. There's a Greek poem that describes the galaxy as "that shining wheel, men call it Milk." To the Greeks, the...	http://www.faqkids.com/outer-space
How may galaxies and stars are there in this Universe?	In the portion of the universe we can observe, there are at least a hundred billion galaxies! But we don't know how much more universe there is out there, and...	http://www.faqkids.com/outer-space
Is our galaxy traveling through space, or are we just spinning around the sun?	Yes, our galaxy is traveling in space! So are the other ones. It is even possible for two galaxies to pass through one another.	http://www.faqkids.com/outer-space
How many solar systems are there in the universe?	Actually, there are hundreds of billions. There are more stars than we even know of, and if even a fraction of these stars are the centers of their own solar...	http://www.faqkids.com/outer-space
How do planets stay up in the sky?	As you know, planets circle the sun and the sun holds them in a gravitational grip. If the planets didn't have their own momentum, they would fall directly into the...	http://www.faqkids.com/outer-space
Why does the moon shine?	The moon shines due to sunlight that is reflected off of its surface. So the light of the moon is actually the light of the sun!	http://www.faqkids.com/outer-space
What is a "Blue Moon"?	Usually the second full moon in a calendar month is called a "blue moon." Though technically a blue moon occurs when there is a fourth full moon in a season,...	http://www.faqkids.com/outer-space
How far is the closest Black Hole from Earth?	Astronomers think there is a black hole in the center of our galaxy. Relatively speaking, that is pretty close. But it's far enough away that we aren't in any danger...	http://www.faqkids.com/outer-space
Why do we see the same side of the moon all the time?	The moon travels around the earth once every 29 days. The moon, attracted by the Earth's gravitational pull, travels with the earth and circles the sun every 365 days. The...	http://www.faqkids.com/outer-space
Why is space black and the sky is blue?	About 20 miles above the Earth, the sky appears black. So what happens between there and here? Light, you might know, travels in waves. And the WAVES of different colors...	http://www.faqkids.com/outer-space
Why do people think the moon is made of cheese?	Most people don't think the moon is made of cheese, but sometimes it certainly looks like a wheel of cheese that's blue with mold. It looks full of holes, like...	http://www.faqkids.com/outer-space
What would happen if a comet hit our earth?	There are lots of scenarios. Comets have hit the Earth before and caused no major damage. Here is a list of some possibilities, listed in order of likelihood (in my...	http://www.faqkids.com/outer-space
Why is there no gravity in space?	Oh, but there is gravity in space! Astronauts only FEEL like there is no gravity because they are continuously falling as if there weren't. You see, if there were no...	http://www.faqkids.com/outer-space
What is the proof that life exists on Mars?	One of the main bits of evidence that life has existed on Mars came from a meteorite that was found in the Antarctic. The meteorite came from Mars many years ago when a rock smashed into the surface and sent the rock flying off into space. Eventually it landed here on Earth. \n\n  \nInside the rock we found tiny little things that are the result of some sort of very simple life. We do not know if life still exists on Mars but if it does it will be very simple life deep under the surface.	http://www.bbc.co.uk/norfolk/kids/astronomy/mars_questions.shtml
I have done a volcano/Olympus Moons project and I was wondering what the correct answer was for how many days there are in Mars in a year.	A Martian year is equal to 687 Earth Days. \nThat makes the year on Mars about twice as long as a year on Earth.	http://www.bbc.co.uk/norfolk/kids/astronomy/mars_questions.shtml
I know a year on Mars lasts 687 Earth days but why does it last that long when its days are only 24 hours and 37 minutes?	The length of a day is fixed by the time it takes a planet to spin once on \nits axis. The length of the year is the time it takes for the planet to go around \nthe Sun. There is no real relationship between the two.	http://www.bbc.co.uk/norfolk/kids/astronomy/mars_questions.shtml
Why has Olympus Mons been able to 'grow' so much bigger then any volcano on earth?	One of the main reasons volcanoes on Mars are bigger than ours here on Earth \nis that the gravity on Mars is less. Gravity is the force \nthat holds us and everything else on the surface of the Earth. \n\n  \nIf \nthe gravity were stronger on Earth then we would all be pulled harder against \nthe surface. The pull of gravity on Mars is weaker than it is on Earth so things \nare not pulled toward the surface so strongly. It's because of this that Olympus \nMons could grow so big.	http://www.bbc.co.uk/norfolk/kids/astronomy/mars_questions.shtml
How long does it take for a day in Mars?	A day on Mars \nis 24 hours and 37 minutes, a little longer than a day on Earth.	http://www.bbc.co.uk/norfolk/kids/astronomy/mars_questions.shtml
Does Mars have ice on the inside or outside?	When we \nlook at Mars through a telescope we can see white spots on the top and bottom. \nThey are actually areas where ice has formed around Mars' North and South pole.   \n\nWhen we \nlook at Mars through a telescope we can see white spots on the top and bottom. \nThey are actually areas where ice has formed around Mars' North and South pole	http://www.bbc.co.uk/norfolk/kids/astronomy/mars_questions.shtml
How many moons does Mars have?	Mars has two moons, Phobos and Deimos. Neither of them are as big as our Moon though.	http://www.bbc.co.uk/norfolk/kids/astronomy/mars_questions.shtml
How long does a year last on Mars?	One year on Mars is equal to 687 Earth days, making the Martian year nearly \ntwice as long as ours.	http://www.bbc.co.uk/norfolk/kids/astronomy/mars_questions.shtml
Why do we never see Mars?	We do get to see Mars quite often. We will be able \nto see it again clearly in the evening sky later this year during the end of Summer \n2005.	http://www.bbc.co.uk/norfolk/kids/astronomy/mars_questions.shtml
I know that Mars has an atmosphere, but, if air is put in it, will it stay in the planet, or is that a film fantasy?	Mars is only about half the size of the Earth and its \ngravity isn't as strong. If we did manage to make the atmosphere suitable for \nus to live there, we would have to ensure that it was kept topped up.   \n\n\n\nThe \ngravity of Mars is not strong enough to hold on to an atmosphere that we would \nneed to survive. It would be possible however to make special buildings that would \nstop the atmosphere from escaping which we could live in along with plants and \nanimals.	http://www.bbc.co.uk/norfolk/kids/astronomy/mars_questions.shtml
empty	empty also	http://www.bbc.co.uk/norfolk/kids/astronomy/mars_questions.shtml
A meteor was found on Earth that came from Mars. How do you know where it came from?	In the 1970s the Viking spacecraft landed on Mars. When it was there, it measured the types and mixture of gas in the atmosphere. \n\nThe meteorite that was found had tiny pockets of gas trapped inside it.\n\n On checking the types and mixture of gasses in the pockets of gas, we found that it was exactly the same as the Viking spacecraft had measured on Mars. \n\nWe have not found this mixture anywhere else.	http://www.bbc.co.uk/norfolk/kids/astronomy/mars_questions.shtml
How many days are in a year on Mars?	One year on Mars is equal to 780 Earth days. \n	http://www.bbc.co.uk/norfolk/kids/astronomy/mars_questions.shtml
How long does it take Mars to go round the sun?	Mars takes 687 days to go around the Sun. That's a \nlittle less than 2 years.	http://www.bbc.co.uk/norfolk/kids/astronomy/mars_questions.shtml
Wouldn't a thicker Martian atmosphere escape into space because of mars' weaker gravity?	Because Mars has about one-third of the gravity that the Earth has then yes, a thicker Martian atmosphere would escape into space.   \n\n\n\nIt would take many millions of years for this to happen but it is why Mars does not have a thick atmosphere today.\n\n If we were to try to set-up a permanent home on Mars we would have to use some kind of building that would contain the atmosphere and stop it escaping into space.	http://www.bbc.co.uk/norfolk/kids/astronomy/mars_questions.shtml
What is Mars' distance from the sun, how many days does it take to complete one orbit and how many earth days does it take to rotate once on its axis?	Like \nall of the planets in the solar system, they all have an elliptical orbit around \nthe Sun. \n\nThe shape of an elliptical orbit is similar \nto the shape of a squashed circle. Because of the elliptical orbit, the distance \nfrom Mars to the Sun varies over its year. \n\nWe can \nwork out that on average, Mars is 228 million km away from the Sun and it takes \na little under 687 Earth days to complete one orbit. \n\nSpinning \nonce on its axis takes Mars 24 hours, 37 minutes and 23 seconds.	http://www.bbc.co.uk/norfolk/kids/astronomy/mars_questions.shtml
\tWhat is the volume of Mars?\tIt would take more than six of Mars to fill the volume of Earth	Wha is the mass of Mars?\t"It's 1/10 of Earth weight, which is 642 sextillion kg"	Q_And_A_Database_Basic_Mars.txt
\tWhat is the velocity relative to the sun?\t"It's nearly 10 thousand miles slower than Earth. To be precise it's 53,858 mph."	How dense is Mars atmosphere?\t"Atmosphere of Mars. The atmosphere of Mars is the layer of gases surrounding Mars. It is composed mostly of carbon dioxide. The atmospheric pressure on the Martian surface averages 600 pascals (0.087 psi; 6.0 mbar), about 0.6% of Earth's mean sea level pressure of 101.3 kilopascals (14.69 psi; 1.013 bar)." \tWhat is the temperature on mars?  \t"Differing in situ values have been reported for the average temperature on Mars, with a common value being _55 �C (218 K; _67 �F). Surface temperatures may reach a high of about 20 �C (293 K; 68 �F) at noon, at the equator, and a low of about _153 �C (120 K; _243 �F) at the poles."	Q_And_A_Database_Basic_Mars.txt
\tHow many hours of sunlight does Mars get in a day?\t24 hours 37 minutes	How long are the seasons on Mars?\t"On Mars, in the northern hemisphere to be exact,�spring�is the longest season. The Martian year is nearly twice as long as an Earth year(1.88 years), the seasons last longer as well. Here is how a Martian year in the north breaks down:�Spring�7 months,�Summer�6 months,�Fall�5.3 months, and�Winter�just over 4 months."	Q_And_A_Database_Basic_Mars.txt
\tHow many moons Mars has?\tMars has two Moons	What is the structure of Mars?\t"The core is surrounded by a�silicate mantle�that formed many of the tectonic and volcanic features on the planet, but now appears to be dormant. Besides�silicon�and oxygen, the most abundant elements in the Martian crust are iron, magnesium, aluminum, calcium, and potassium."	Q_And_A_Database_Basic_Mars.txt
\tWhat is the temperature on mars?  \t"It ranges from -140C to 30C. The average is -63C. A bit cold, I would say."	What is the soil like on mars?\t"Martian soil is the fine�regolith�found on the surface of Mars. Its properties can differ significantly from those of terrestrial soil. The term Martian soil typically refers to the finer fraction of�regolith. On�Earth, the term ""soil"" usually includes organic content."	Q_And_A_Database_Basic_Mars.txt
Hi	Hello	Editorial
hello	Hey there...	Editorial
